sn,responses,label
976,Try to build more parks in residential areas,0
977,We need to work on providing sufficient public toilets at regular distance throughout the city. It should be made compulsory to have toilets in all commercial buildings.,-1
978,"Open spaces, parks and recreation areas are getting illegally encroached upon by the Corrupt arm of the society including the Politicians. Need more open space, greenery, water bodies for healthy living",0
979,We need more parks and playgrounds near residential areas where kids can go and play everyday. Marathahalli area has zero parks. Large parks will make it like a amusement park and weekend visits.,-1
980,"Eight parks is a good start but we need to ensure that the development of these parks is transparent and accountable. We don't want to be in a situation wherein the parks take forever to complete. Prefarably the parks should have cycling tracks, running tracks and lots of free space and should be modelled like Cubbon Park.",1
981,Instead of large works please plan for many smaller ones,-1
982,the more the better. even small parks will help.,1
983,"I moved to Bengaluru because it was called the Garden City, but most of this greenery is limited to the Old Bengaluru area (Cubbon Park, etc.). THe other side of the ORR (Mahadevpura, Hoodi, Whitefield and other areas) do not have sufficient green cover. We need more public parks, children's play areas, jogging/walking tracks etc. in these areas. This will help to increase tree cover and oxygen levels, which is vital, but will also reduce overall temperature, which in turn will reduce power consumption and also invite more rainfall to aid the water problem.",-1
984,Plead you to develop atleast one lush green public park with rain trees. We need natural lungs in every layout or the population will be sick with asthma. Just having accessible clean parks and playgrounds will go long way to up the happiness quotient of the city. Please show the will power and reclaim abandoned land to build parks and gardens . The city will thank you and restore its prestige in international community.,0
985,"Park timings: Many of public parks and gardens within the localities are closed for public between 11am - 5pm. All the public parks whether it is maintained by the Government bodies or Resident Welfare Associations, should be open and accessible to public all day long (5am - 10pm).",0
986,In Naganathapura There is No parks or Playgrounds for Children or elders to play or walk or relax (singasandra Ward),0
987,Need more open area and parks for the citizens to use. Should avoid parking on roads of colonies. Kids are unable go out and play.,0
988,No parks no greenery,-1
989,Increase the tree density inside the park.,0
990,"The existing lakes, that are encroached and sizes are greatly reduced, needs clear boundary to be set up. A park along periphery can only happen then.
The yele mallappa shetty lake, is a classic example, one of the biggest in Bangalore, one of the major roads cross it, and there is so much negligence that a huge pocket of greenery and lung space is slowly dying. A timely step to address such challenges will help the city in the long term.",0
991,"in the Cosmo city where the city operates for 24 hours, people have different schedules. hence night shift people have no access for parks, so measures should be taken to operate parks for 24hours with strict security , solar powered lighting, with CCTV's",0
992,"Thank you for building and maintaining parks, its really helping to keep Bangalore - Garden City",1
993,"We are from green city! but we've more parks and recreational area but we do not have the proper maintenance programs. ""we build parks and forget""",0
994,It is worth thinking about something along the lines of Miyawaki forest to create zones that will absorb carbon dioxide.,0
995,"I have seen Bengaluru spread like virus. In this coarse, the entire structure has changed bringing about a lot of change and reduction in the amenities around certain areas. One such amenity is a playground. I have lived in Malleswaram for 20 years and have seen the change taken place. This ground was once a most wanted field for Football matches, Kabaddi tourney's, Cricket tourney's. But now every ground around Bengaluru is occupied either for some political event or by educational institutions. These should have their restrictions and the BBMP should ensure that a playground id used for a specific purpose and not for any personal event. Although few smaller grounds are converted to walking parks, it is also important to ensure that there is a decent amount of place left for outdoor sports to be played.",0
996,More parks are to created in CA sites.,-1
997,make sure parks are dog friendly and you might earn a 10,1
998,Happy with the plan but implementation is very important.,1
999,"1. In volume 3- Master plan document,
Clause no 13.3.1 Earthquake - old IS 1893 -2002 Is mentioned, but latest code is IS 1893- 2016. Kindly update.
2. In clause 13.3.1 under mitigation following can be included "" softstory in a structure to be designed considering all codal requirements"".
3. SUGGESTION:  sanction submission document by owner/developer shall contain structural drawings and design report (structural framing with sizes ,column positions with sizes, expansion joint, footing type and layout....etc)
",0
1000,Train citizens on how to act when a fire /flood other event occurs,0
1001,"(1) Can you ensure every locality has two or more roads with free access for one ambulance, 2 fire engines with access to water in case of an emergency. (2) Remember the 2010 Carlton Tower old airport road fire when 8 fire engines could hardly reach to the spot in time and most did not have enough water and roads were blocked by passer-byes. ",-1
1002,The proposal for secondary stream in  HSR sector 3 is unscientific and illogical.  This is only going to create a bigger disaster given the design and location of the secondary stream and will not solve any problem.  Appears like either enough thought process has not gone in while designing or the design is made in the interest of greedy bureaucrats and rally Estate people. Close to 100 objections have been made in this regard.,-1
1003,"Nowhere in the Master plan, I see that the infrastructure for emergency teams such as ambulances. we increasingly see that the infra for such we have is very bad, infact my personal experience is seeing the ambulances and fire engines going so slow, I personally was able to comfortably overtake them without adding any effort. Also rules around emergency vehicles and general vehicles making path for them",-1
1004,Blocked Rajakaluve is making disaster in the sorounding area in the rainy season. The drinage water enters into the sorounding house's.,-1
1005,"personally, I do not feel that the city is well equipped with enough rescue team nor plan in the time of a disaster. eg, even when the rain had played havoc it was very evident that there is no planning but just buildings coming up.",-1
1006,Action needed on land encroachment,-1
1007,"- Regulation for all to submit building plans for old and new buildings. Smart way of mapping of existing localities, buildings etc ",0
1008,Build roads that absorb water.it is helpful to manage water in roads in rainy season,0
1009,"Separate waste with the help of some sensors. Technology is way ahead in Bangalore. Make worthy use of it. Separate glass, wood, refine water, plastics etc and recycle them with proper way. Hope this turns good!!",0
1010,Rain water drains should be monitored.  Water stagnated areas should be identified.  Lakes enchrochers should be punished severely.  Roads and buildings should be accessed by Fire fighting vehicles,-1
1011,The plan is good...please give approvals only to construction which obey the rules for safety,1
1012,The hazard risk assessment does not identify terrorist attack as a risk.,-1
1013,Please do not allow anyone to change what is ours. We need to stop the vandalism of our cultural. Places,-1
1014,"Without specifics of the measures to be taken and on ground reflection of intent, these promises seem hollow.",-1
1015,"In all eight directions, BDAA dhous plan a miniforest which is atleat as big as lalbagh.",0
1016,Heritage to maintain as we have given space 70% to outsiders only,0
1017,"Repeating heritage structure designs should not be encouraged. Example is the vikas soudha. It is a poor copy of the Vidhana Soudha and by sitting next to it, it spoils the heritage value of Vidhana Soudha.  ",-1
1018,Very good,1
1019,"As far I see,  most of the listed have already been destroyed in the name of development. e.g. MG road,  what's left of this place anymore.  The Metro has ruined it's character and the skyscrapers are not doing it any good ",-1
1020,"Happy but wondering, why do we need time till 2031 to do this. Cant we divide the city into zone and start the up gradation of these and complete it 2 years? ",1
1021,When normal people walk on Bengaluru footpaths they become differently abled in a couple of days. Can't imagine how these poor people will manage.,-1
1022,"Keep connectivity between metro stations with major hubs using shared vehicle or other means.Though the metro service is so good and better,when it comes with the other transportation system in the city the comfort and gility provided by metro totally nullifies.
Apply tocken system to cabs and vehicles which interconnects the major destinations through metro stations",0
1023,To create gardens more.parks in each locality. Good roads without potholes. To grow trees on either side of the road. Escalator to be installed at sky walk for senior citizens. Good conveyance in the form of bus. Auto. Cabs. Metro. And rail. Good drainage without over flowing in rainy season. Good shelter near bus stop. Wash rooms or toilet near bus stop. With good maintainance.,0
1024,The accessible places like side walks and footpaths are all taken up by the shop.keepers and advertising boards. What is left is then taken up for Gurkha and paan shops. Can we please have the side walks back for use by Bangaloreans.,-1
1025,Bangalore need to be planned properly,-1
1026,The plan looks nice. Will have to implement properly. Permission should be taken from local RWA before any relevant infrastructure is dismantled/dug up.,1
1027,Need more facilities for the disabled to travel through the city.,-1
1028,"Until implemented, the plan is not satisfactory.",0
1029,"As stated in my previous feedback. It's a great plan but it all comes down to its execution. Please make sure, honest people are involved in this and no corruption should be there.  ",0
1030,Please get our footpaths and greenary back.,-1
1031,"In normal city bus, it's impossible to move wheel chair inside the bus but in ac bus it's good and the bus is not stopping properly it's risky for elder people to get in and out into the running bus ",-1
1032,"Even though the poles are there to prevent people from driving on footpaths, still people dive on them.... So it would be more helpful if that is kept in check",-1
1033,"It would be wonderful to have flat, usable pavements on every street with NO access to bikes and cars since this happens too often and pedestrians, particularly senior citizens, have great difficulty walking. 
Rather than building ugly, expensive foot over bridges, the authorities must ensure that zebra crossings are respected and vehicles that don't stop are heavily fined.",-1
1034,"The plan must quantify the developments needed whether it is footpaths, FoBs or any other such facilities for pedestrians. There is a huge difference between what the officials consider footpaths that are in a condition to use, apathy to footpaths that are broken/encroached. Apathy among officials and vehicle users towards pedestrians wanting to cross roads is very high. Both of these issues need to be addressed with highest priority in a transparent and time bound manner.",-1
1035,"Bus, Trains and other government and private office should have special attention to differently abled and senior citizens",0
1036,"Over the last 3 decades we have scored very poorly in creating  infrastructure that ensured differently abled people were able to enjoy the city and move around with easy. The BDA plan envisaged is good, only that rigorous and ruthless implementation will ensure that this project takes off and gets completed within time.",-1
1037,Build big arterial roads for sub urban networks,0
1038,All footpath encroachment should be cleared. All footpaths should be repaired.,-1
1039,"1. There is a concept in the western world called a ""power weekend“. Big projects are handled on the weekend when there is less traffic. And alternate arrangements/ routes are made in advance and citizens informed through all channels.
2. Make water/sewage pipes have a surface that can be opened when needed, so roads don’t need to be dug up time and again. If an agency digs the road, it has to ensure it‘s repaired.
3. Ensure the wheel chair access is not used by motorists.
4. Widen roads. Most broad roads in Bangalore end up in tiny alleys!!
5. Use the best people for the project, don’t go by least quoted amount, value quality. 
6. Maintenance will decide how long the quality lasts. Ensure regular checks.
7. Be incorruptible. Money is transitory, the name of the person making a difference will be remembered forever!",-1
1040,"Though there has been efforts to improve the standard of footpaths, they end up being encroached by the illegal vendors and petty shops and forcing the pedestrians to walk on the roads and risk their lives. On many newly laid footpaths, the existing telephone exchange boxes or other utilities are not removed or relocated. These again forces pedestrians to walk on road.",-1
1041,Mass Transportation not available from sarjapur road to electronic city and roads are preety narrow,-1
1042,Roads are damaged from Doddamara to mahaveer orchids apartment. Please requesting to fix it as there are many incidents happening,-1
1043,Right now a physically handicapped person cannot walk on the road. No proper accessibility any of the government building. There are so much to for differently abled people,-1
1044,"Good thoughts, and will be helpful if implemented in a time bound manner.",1
1045,"The proposal is really good, but before implementing those, we need to find the existing problems in all the footpaths in Bengaluru and solve using the universal design principles and without harming the environmental beauty.",0
1046,"Even, well planned footpaths (no ups and downs), no encroachment by shops, prevent misuse of footpath for dumping stuff or as parking.",-1
1047,Money problem for education,-1
1048,The passages are wet due to improper use of water . Less time water supply . Improper disposal of garbage,-1
1049,No bathrooms,-1
1050,Toilets are dirty . Not cleaned . The cleaning process takes place in 3 to 4 days . Really bad condition for ladies . Lights are not there,-1
1051,Gutter water is the main issue here. Gutters aren't cleaned at all.,-1
1052,Improper disposal things . Lights aren't available . No light facilities in washrooms . Rats more likely to come from dranage systems,-1
1053,Rats come from dranage system . Worse conditions created due to rats . Light facilities aren't available .,-1
1054,Don't know anything about tv help line,-1
1055,Too many thefts. Mice is a major issue.,-1
1056,"Overflow of dustbin, not using dustbin",-1
1057,Water supply timings are less . Worse conditions created due to rats . Light facilities aren't there . Washroom aren't clean at all .,-1
1058,Small garbage bin,-1
1059,Rats come because of the cables,-1
1060,Rats have created a havoc . Passages are wet all day . Washrooms aren't clean at all . Imporper light facility . Rats enter the house through different dranage systems,-1
1061,Passage aren't. Lean which cause real problems .,-1
1062,People don't come to collect the garbage from there home,-1
1063,"Cleaning toilets everyday, still its the same",-1
1064,Washroom aren't clean . Need more helpers to clean it . English washrooms aren't there so it's hard for elderly group of people .,-1
1065,Gutter rats,-1
1066,Garbage collector started coming  from election times only,-1
1067,"On Sundays, they dont come to collect the bins.

They were working good during elections",-1
1068,Rats get into the house at night . Improper light facilities in the lanes . Passages are dirty all day,-1
1069,Monsoons and unclean lanes,-1
1070,The dranage systems are not proper . Garbage problems .,-1
1071,So much rats,-1
1072,Rats have created a havoc . The get into house . Improper dranage systems . Water clogging .,-1
1073,Walking area is very dirty. The people themselves throw so much garbage.,-1
1074,Facing all the problems,-1
1075,"Garbage is cleaned daily,mice are a very big nuisance though. ",-1
1076,So much problem,-1
1077,No place to play . Passages are not cleaned . No light facilities,-1
1078,To much people uses the toilet so it needs to be clean 2 times a day,-1
1079,Light facility isn't there .(street) . Alot of problems faced due to improper supply of light . Light connections are disconnected and steal . CCTV cameras are required .,-1
1080,Stagnat water,-1
1081,People have built Bathroom in thier houses which is wrong,-1
1082,Rats get in the house . Dranage systems aren't proper . Cleanliness isn't there .,-1
1083,They are new so don't know much about the area,-1
1084,They don't clean the toilet daily,-1
1085,"Open spaces for children, they play in the dirt. Lights during Ramzan",-1
1086,2-3 times in a week the bathroom is cleaned,-1
1087,Rats entering their homes from ceiling,-1
1088,Light is a problem . Garbage problems . Rats have created a havoc .,-1
1089,"Problem -gutters ,water overflows in peoples houses",-1
1090,Too many thefts. The pesticide spraying person never comes here to get rid of insects. Camera is very important.,-1
1091,They need  different pipeline for toilet,-1
1092,"Need private toilets, they should give us access to pipeline",-1
1093,CCTV are required . No security in the lanes .,-1
1094,So much of rats causing problem,-1
1095,"Drainage problem,not taking garbage inside the road",-1
1096,Content with the area. But everyone throws garbage on the road outside.,-1
1097,CCTV is required . Rats create a havoc . No light facility . No cleanliness in the passages m garbage is thrown on the roads,-1
1098,Everday but still it gets really dirty.,-1
1099,Garbage in gutter,-1
1100,"No play ground,",-1
1101,Interested in recycling,-1
1102,Rats gutter,-1
1103,"Wires are hanging low, very dangerous. Gully becomes too dirty because everyone throws garbage in the lane because they're lazy. ",-1
1104,Everything is the broblem,-1
1105,Mouse come from holes.,-1
1106,Garbage tank is always full so probably problems,-1
1107,Light is the problem (passage) .garbage isn't collected . Rat has created a havoc . Mosquitoes,-1
1108,Khatmal,-1
1109,"They have to pay the toilet cleaner, and still the toilets aren't clean. ",-1
1110,Suffocating environment,-1
1111,Lots of robberies,-1
1112,Drainage problem,-1
1113,Drainage problem,-1
1114,"Cleanliness, draineg, security.",-1
1115,Wires hanging loose. Not enough open space for our children. The gully is very suffocating.,-1
1116,Waste water,-1
1117,There are piles of garbage behind the row houses which are never cleaned,-1
1118,Security is the main so CCTV is required . No cleanliness . Light facilities .,-1
1119,No muncipalty ppl come to collect the garbage they themselves have to throw it,-1
1120,No lights in tiolet . Need CCTV the main problem is rats,-1
1121,"There is no space to breathe, the upper levels keep increasing because of increasing family size",-1
1122,Garbage problems . CCTV is required due to increasing rate of robbery . Rats have created a havoc.,-1
1123,They see Lezard,-1
1124,Lizards,-1
1125,The cleanliness worker doesn't clean properly . The passages are dirty . The workers doesn't come regularly . Lights in the passages aren't there so inconvenience caused . CCTV is required .,-1
1126,Bed bugs problem,-1
1127,"Toilet seems to be clean sometimes, sometimes not",-1
1128,Some time toilet seems to clean and sometimes not,-1
1129,Drainage not cleaned,-1
1130,Toilets are even cleaned after 15 days.,-1
1131,CCTV  is required . Passages aren't clean .,-1
1132,Few people through the garbage in galli,-1
1133,Garbage tank is always full,-1
1134,Holes- rats,-1
1135,The passages aren't clean . No passage lights . Washrooms aren't clean .,-1
1136,Cockroach,-1
1137,"Because of population garbage collection is difficult,rat problem is main",-1
1138,Cockroach,-1
1139,Bed bug problem,-1
1140,Public toilets should be clean . Passages aren't clean . Cleanliness workers aren't regular .,-1
1141,No ppl come to collect the garbage they themselves have to go and throw it,-1
1142,Garbage problem,-1
1143,Garbage bin is always full and is never cleared,-1
1144,Dranage problems . Need to be cleaned . Rats have created a havoc . Toilets aren't clean .,-1
1145,Sometimes they found clean or not,-1
1146,Last 3 months staying here,0
1147,Garbage bin always full,-1
1148,All is good they are happy,1
1149,Overflow of dustbin,-1
1150,Bedbugs,-1
1151,Bed bug problem,-1
1152,Receive bad quality of water in rainy season,-1
1153,No dustbin in even the roads,-1
1154,Bedbugs are a huge problem,-1
1155,Garbage tank always full so they throwing garbage  on the road,-1
1156,Most important probablem is rat. they want more garbage bin,-1
1157,Gutter issue so rats. No dustbin.,-1
1158,No one cleans the gully,-1
1159,Rat comes from holes,-1
1160,Garbage collection not proper,-1
1161,They have toilet in there home,-1
1162,"Bedbugs, toilets are locked ",-1
1163,Never comes to pick up,-1
1164,Garbage collecter not coming in passage,-1
1165,No garbage bin here,-1
1166,Garbage collection problem,-1
1167,Rats have created a havoc . Need CCTV for security . Passages aren't clean,-1
1168,dieing Rat is Major problem,-1
1169,Rat problem,-1
1170,Garbage collector don't collect all the garbage just some areas,-1
1171,Gutter gets filled every other day and it stinks. Toilets are cleaned even after 15 days.,-1
1172,People don't put water in washroom,-1
1173,Bed bug main problem,-1
1174,"Common toilet
Taking commission for cleaning toilets",-1
1175,Bedbugs,-1
1176,New to this place don't know much,-1
1177,Chooha gutter,-1
1178,They clean ladies toilets hut not gents,-1
1179,Bed bug problem,-1
1180,The gutter gets filled and is left just like that for days.,-1
1181,The toilet cleaning ppl ask money in return though they get salary,-1
1182,Rat problem,-1
1183,Overflow of gutters,-1
1184,Rat problem,-1
1185,The public washroom they have to pay .,-1
1186,Rat problem,-1
1187,They have to throw the garbage on the road corner.,-1
1188,"They come to clean the toilets, but it gets very dirty because of gutka spitting, people's clothes lying there, etc. Everyone throws garbage on the roads because they have stopped keeping the 'peti'",-1
1189,Bedbugs,-1
1190,Toilet is not clean,-1
1191,No grabage collector comes they themselves have to throw it.,-1
1192,"They have to throw the grabage on the road. 
Childrens have to go far away for playing so a small garden could be good. ",-1
1193,The garbage collector comes but doesnt wait for everyone to put in so the ppl have to then throw the grabage on the roadside,-1
1194,The toilet cleaning ppl ask for extra money from them and say that they wont be cleaning it if they dont give them,-1
1195,Its too suffocating for them in maybe a small garden would be good,-1
1196,No one comes to collect the garbage it happens once in a bluemoon. They have to throw the garbage on the roadside,-1
1197,"The ones who come to clean the place, collect the dirt and leave it in the lane itself. They mostly come once a month ",-1
1198,The one's who come to collect the dirt only come once in while and they don't come on Sunday,-1
1199,The women leave their sanitary pads in the washroom and the ones who clean the washroom too leave it behind. There needs to be a dustbin in the washroom and also an awareness programme where women are told how to discard their used sanitary napkins so that others get a clean washroom to use and also the ones who are cleaning don't have a problem,-1
1200,"Other issues: debt because if daughters wedding and out of the 6 members only one person is working. However, their job isn't stable.
House, they might have to vacate depending on the government and thus they won't have a place to live.
Childs school fee
Washroom: they come once in a while to clean it initially they used finnel, etc. But now they just pour water. The washroom at times isn't found clean because some of the women leave their used sanitary pads. 
",-1
1201,Lots of rats in the area and they keep multiplying,-1
1202,Sometimes the dustbin is not there that's why people throw the waste on the road because they don't know where else to throw it. They come only on Sunday to collect the dirt,-1
1203,The passages aren't clean at all . Mosquitoes are too much . CCTV is required . Rats have created a havoc light facilities aren't there in the lanes .,-1
1204,Dranage systems aren't proper leading to ways for rats . Lights in the passages are required . Cleanliness workers aren't regular . Proper toilets aren't there . Rats are too much,-1
1205,Workers aren't regular to clean . Toilets are dirty and not cleaned regularly . Passages are dirty . CCTV is required . Mosquitoes are to much,-1
1206,Toilets aren't clean . People dirty the passage . No lights in the passage do to improper dranage systems it's hard to walk through the passages .,-1
1207,Rats have created a havoc . Lights aren't available in the passage . Garbage isn't collected daily . Toilets aren't clean . Cleanliness workers aren't regular . No open spaces to play . Alot of robbery takes place so CCTV is required,-1
1208,Dranage systems aren't proper leading to dirty the passage . Toilets aren't clean . Workers come in a weak and they don't even clean it properly . Hard for females because of sanitation problems . CCTV is required for security,-1
1209,Toilets aren't cleaned . Once in a weak it is clean only by throwing water and not properly . It's not at all hygenic . Garbage is collected daily but still money is taken . CCTV is must as alot of robbery cases take place,-1
1210,Hospital facilities aren't there . No one's helps her due to her oldage and hospitals aren't regular with medication . English toilets should be there at least for old age people . Inconvenience is caused do to unhygienic toilets .,-1
1211,Toilets aren't clean . Once in a week . Workers don't come on time . Garbage is gathered in the passage . CCTV is must .,-1
1212,Workers don't clean toilets properly . People usually dirty the passages rats are too much in numbers creating alot of problems for people . CCTV is required .,-1
1213,Garbage is collected daily but workers take money and charge extra . CCTV is required . Open spaces aren't there  so children don't have place to play . No hygiene .,-1
1214,Rats have created a havoc . No open places available therefore it becomes hard for people. Toilets aren't cleaned . Light in the Passages are required .,-1
1215,CCTV is must due to increasing rate of robbery . Cleanliness workers aren't proper so it spreads in the passages . Toilets aren't clean and really hard for ladies and aged people,-1
1216,Garbage collectors come but charge very much everyday usually . Lanes aren't clean . Toilets are really dirty and hard for ladies to use public washrooms as lights aren't there . CCTV is must,-1
1217,Open spaces are required . Everyday cleanliness workers coem but don't clean properly . Passages aren't clean CCTV is required . Really hard for females to use toilets,-1
1218,Dranage systems aren't proper . Passages aren't clean . Security isn't there . Rats are too much in the area,-1
1219,Toilets are not at all cleaned . Garbage is all in the lanes . Rats have created a havoc in the area . Passage light facility is required and CCTV is must,-1
1220,Toilets aren't clean . No light facilities in the lanes . Improper dranage system and rats are in large number causing inconvenience . Females find it difficult to use to washrooms,-1
1221,Toilets are cleaned once in a month . Old people find it difficult because the washrooms aren't clean  passages are all day dirty . CCTV is must . Proper sanitation is must,-1
1222,Garbage is collected daily but money is asked . Passages are dirty all the time . CCTV is required in the lanes due to increasing numbers of robbery . Cleanliness workers don't work properly .,-1
1223,Toilets aren't clean . Passages are dirty . No open space as people tend to keep there stuff and build small house like structures to store unused things . CCTV is must . Toilets should be more in number and clean,-1
1224,CCTV is must as the person himself has witnessed robbery . Toilets should be clean and more in number .,-1
1225,Gutter choking due to garbage,-1
1226,Toilets are way dirty . Cleanliness workers don't come and even if they come they don't take garbage . Toilets don't have lights m it's not cleaned . CCTV is required .,-1
1227,"Garbage,rat are main problems",-1
1228,Garbage tank is always full,-1
1229,No light facility in toilets. They have to call the toilet cleaners they dont do their duty.,-1
1230,Thet see lizards also,-1
1231,Sweeper stopped coming,-1
1232,Garvane collection not proper,-1
1233,People throw food in gutter that's why rats come,-1
1234,Bed bugs,-1
1235,Garbage main problem,-1
1236,Only rat problem anything else,-1
1237,Rat problem,-1
1238,No play ground for kids,-1
1239,Toilets dont have lights. No one comes to collect the garbage.,-1
1240,People through the garbage in galli and,-1
1241,People are being charged for using toilets each time,-1
1242,Need more garbage bins,-1
1243,Badrats,-1
1244,"No one comes to collect the garbage in the galli. 
They throw it out in the dustbin. 
No lights in ladies toilet. ",-1
1245,Uncleaned and congested area so somewhere problem for sunraise,-1
1246,We have to call the concerned person for cleaning the toilets,-1
1247,Rats go where ever they find food,-1
1248,Ladies toilet does not have lights does not have facility for water. No muncipalty comes to collect garbage.,-1
1249,No light in toilets.,-1
1250,No lights facility.,-1
1251,No light facilities in toilets.,-1
1252,Toilets dont have lights. They dont have proper door in toilets. They have to go to other washrooms which is payed.,-1
1253,To go to paid toilets.,-1
1254,No lights in toilets. No small grounds for childrens to play and bcoz of this a lot accidents take place.,-1
1255,No lights in toilets. Muncipalty dont come to clean their gallies. Gutter become full very easily.,-1
1256,No cleaniless in gallis. No light facility in toilets.,-1
1257,They need more garbage bin,-1
1258,No one comes to collect the garbage theu have to throw it,-1
1259,Rat comes from gutters,-1
1260,The come to clean the toilet once in a while. The toilet is yet very dirty this they use the paid toilets,-1
1261,The toilets are dirty and is cleant once in 15 days. It is only clean when it is washed but that is very rare,-1
1262,Garbage problem is main,-1
1263,"Passages are always wet 
Drainage problem ",-1
1264,"Wet passages because of constant water supply according throughout the day
Pay for toilets ",-1
1265,Even though there is a dustbin people throw their waste outside the dustbin,-1
1266,"Pay for toilets 
Have to pay fees to municipalty to clean toilets ",-1
1267,Coz of over population garbage problem,-1
1268,"Bedbugs 
",-1
1269,"Dustbin always full
Garbage collector don't enter some passages at all",-1
1270,Even though there is a dust in people throw the waste on the road,-1
1271,Pay for toilets,-1
1272,"Overflowing dustbins
Pay for toilets ",-1
1273,"Lots of rats and they keep entering the houses 
The toilets are very dirty and is cleant once in a way. But can't blame the cleaners the people who used it need to learn to keep the washroom clean ",-1
1274,"Drainage problem 
Rooms fill with sewage and rain water in rainy season ",-1
1275,Pay for toilets,-1
1276,"Never collect garbage 
Pay for toilets ",-1
1277,Bedbugs,-1
1278,Wet passages because of leaky taps or pipes,-1
1279,"Overflowing dustbins 
Wet passages ",-1
1280,Drainage problem,-1
1281,It is noticed that most of the people who select the TB option are not aware of the toll number and this option is selected with hesitation,-1
1282,According to me the respondent found the washroom clean because they use the paid toilet outside,-1
1283,"Since the washroom is not clean in the area they have to use the pay washrooms which is 5 rupees for every time they use it. There are times when one wants to use the toilet 3-4 times, paying 5 rupees every time isn't easy, especially when the financial situation at home isn't stable.",-1
1284,Dhuawala use to come frequently before but now they come once in 8 months. The toilets dont have lights and proper doors. They have to use the private toilets which are paid.,-1
1285,People don't use the dustbin they throw their waste outside the dustbin,-1
1286,"No lights in toilets and and no proper sanitation. 
The gutters there get filled easily and bmc even after calling dont clean. ",-1
1287,People don't use the dustbin properly they throw the waste outside the dustbin,-1
1288,No lights in toilets. They have to go to the paid toilets. No space for small childrens to play,-1
1289,There is no garbage collector in their area. They have to throw it in the public dustbin which overflow and that garbage enters the gallis.,-1
1290,They have a toilet at home,-1
1291,No lights in toilets. No proper doors in toilets,-1
1292,Sometimes the toilets are even cleaned after 10 days. No lights in toilets,-1
1293,Toilet at home,-1
1294,No lights in toilets. The gutters get filled and all sweage comes out and it becomes difficult for ppl,-1
1295,There is nothing done about TB in the area,-1
1296,Wasteage of water,-1
1297,The toilet cleaners and the garbage collector ask for money though they get salary. No lights in toilets.,-1
1298,The public dustbin get overflowed. The galli's path is very unclean leading to a lot of mosquitoes. They have use the paid toilets which they cant afford everyday.,-1
1299,So much rats,-1
1300,"No lights in toilets. No proper sanitation. 
The gallis are unclean. Its too narrow leading to suffocation sometimes",-1
1301,They don't clean up properly,-1
1302,They  can't control the rats,-1
1303,Once in a week toilet is cleaned . No lights in the toilets . Garbage is collected everyday but not from every house . CCTV camera is required,-1
1304,Garbage collector asks for money and rats are too much in numbers . CCTV is required .,-1
1305,Fire takes place every year due to many reasons . Toilets aren't clean at all and rats come from improper dranage ssystems .,-1
1306,Toilets are terrible . Hard for everyone to go there .no light facility in toilets . CCTV is required . Rats make it hard for people to go out as there are no lights at night in lane,-1
1307,Garbage collector doesn't come in houses m rats have created a havoc . Dranage systems aren't properly closed leading to alot of problems . CCTV is required .,-1
1308,Garbage collector doesn't come to everyone's house and charges some times . Rats have created a havoc . Mosquitoes are too much . The person responsible for mosquito thing doesn't come leading to increasing number of mosquitoes,-1
1309,Garbage collector doesn't come at everyone's house to take garbage leading to various problems .,-1
1310,Mosquitoes have created alot of problems . Workers come but Don take garbage . CCTV is required .,-1
1311,Garbage workers don't come daily and even when they come they don't take the garbage . Light facility is required in the passage . Toilets doesn't have lights,-1
1312,Mosquitoes are the main problem . Toilet has no lights . CCTV is must,-1
1313,CCTV is required,-1
1314,CCTV is required . Mosquitoes too much in number the worker responsible for mosquitoes doesn't come leading to increasing number of mosquitoes .,-1
1315,Mosquitoes workers don't come . Rats are too much . No lights in toilets . Light facility in the passage or lane is required . CCTV is required,-1
1316,Mosquitoes are too much . No worker is regular for their duty . Passages aren't clean . No light facility in the lanes . CCTV is required,-1
1317,Garbage collectors are regular but don't come in every house . CCTV is required . No lights in toilets . Rats have created a havoc in lanes .,-1
1318,Garbage workers don't come . Rats are too much leading to rat bite . Toilets has no lights. CCTV is required . No lights in lanes,-1
1319,No lights in lanes . CCTV is required . Toilets are not cleaned at all . Lanes are all the time dirty due to open dranage .,-1
1320,CCTV is required . Workers don't come regularly who are responsible to do different cleanliness work . No lights in lanes and toilets .,-1
1321,Toilets aren't clean leading to different problems . CCTV is required . No lights in lanes . Open dranage systems leads to increasing number of rats .,-1
1322,Improper dranage systems leads to mosquitoes and rats . No.light facility in the lanes . CCTV is required .,-1
1323,Different cleanliness workers aren't regular leading to alot of problems . No action is taken against robbery so CCTV is required . No lights in lanes .,-1
1324,CCTV is required. Cleanliness is the main issue.,-1
1325,Cleanliness workers aren't regular. CCTV is required. Garbage is not collected from every house . Light facility in lanes is not there,-1
1326,Cleanliness workers aren't regular and dedicated towards their work . Rats are there . Mosquitoes are in large numbers . CCTV is must .,-1
1327,Lights in lane are required . CCTV is must . Toilets aren't clean and hygenic . Passages are always dirty and open dranage systems cause mosquitoes .,-1
1328,Garbage worker doesn't come house to house to collect . Passages are never clean . No lights in toilets . Cleanliness workers aren't regular . CCTV is required .,-1
1329,Lights are required in toilets and in lanes . Garbage workers don't come home to home . Dranage systems are open and not proper leading to rise of mosquitoes and rats,-1
